"I've used [REDACTED] previously several times for tyre purchase and fitting for three of my cars and each time the service has worked seamlessly and very efficiently. On a previous occasion, I needed to contact their CS dept. and was rapidly and properly served by a helpful, professional and friendly UK agent. Lots of companies could potentially sell tyres only online but [REDACTED].com also have the UK national fitting service options fully covered. So each time, as now, I purchased tyres from [REDACTED].com and ordered a fitting service from ATS Euromaster at our branch in Knutsford (incidentally those friendly guys there, Mark & Andy, are always excellent and bang on time). The fact that [REDACTED].com deliver exactly the tyre you order online to your chosen fitting depot and it's always there for when you arrive for the fitting is great. In short, it all works without any fuss or issue. Plus importantly, the [REDACTED] prices have always been the most competitive (online or offline); with or without the fitting element. So they tick every box, imho. Did I miss anything?! [REDACTED].com and ATS Euromaster - individually and collectively brilliant!!",advisor/agent service positive,advisoragent service positive,delivery punctuality positive,wait time positive,value for money positive,garage service positive,,,,,,,,
good prices - good service - good fitters,garage service positive,value for money positive,wait time positive,,,,,,,,,,,
T.he site was very easy to use and a good choice of garages to use in my area,location positive,ease of booking positive,,,,,,,,,,,,
Great service and good price for tyres,value for money positive,,,,,,,,,,,,,
Easy to use website and choice of garages.,ease of booking positive,,,,,,,,,,,,,
Price was reasonable. Selection was mostly easy. Convenient to have everything delivered and fitted nearby,value for money positive,location positive,,,,,,,,,,,,
"This was my 1st experience in buying tyres online and I have to say I'm totally pleased that I chose [REDACTED]. The process of choosing and reading up about the tyres in my size and price range is very helpful and simple to do. And that also goes for choosing the garage and appointment time/date that suits me. The customer service is 1st class over the phone and in web chat forms. The phone app was recommended to me and I'll certainly be recommending it to other people I know. Prices are slightly cheaper than the majority of the market and knowing that the price I pay includes fitting and VAT means I don't need to separately pay the garage aswell. My experience with [REDACTED] was excellent. I will be using the service next time I require tyre services. Takes the worry out of searching, buying and arranging fittings!",ease of booking positive,advisor/agent service positive,advisoragent service positive,extra charges positive,value for money positive,,,,,,,,,
"Was very easy to navigate site, pick tyres from the ratings and organize fitting locally.",ease of booking positive,location positive,,,,,,,,,,,,
"Cost effective, easy to use and good service.",value for money positive,,,,,,,,,,,,,
Fast efficient service at a good price.,value for money positive,,,,,,,,,,,,,
"Easy to use, good price, convenient garage with polite, helpful, friendly people.",garage service positive,value for money positive,,,,,,,,,,,,
Good quick service and cost similar to competitors,value for money positive,,,,,,,,,,,,,
Very easy to find the correct tyres and book a local garage,location positive,ease of booking positive,,,,,,,,,,,,
Good value and service,value for money positive,,,,,,,,,,,,,
Very good service. Cheapest prices and good choice of fitting centres,value for money positive,,,,,,,,,,,,,
"2nd time using [REDACTED] and probably not the last, great prices and fitting is always problem free",garage service positive,value for money positive,,,,,,,,,,,,
GOOD SERVICE GOOD PRICE ORDER QUICKLY SORTED,value for money positive,,,,,,,,,,,,,
Fantastic pricing and availability of different fitting stations!,value for money positive,,,,,,,,,,,,,
"Very quick and efficient service, top marks to the Durham team.",length of fitting positive,garage service positive,,,,,,,,,,,,
"Price is very good , easy online purchase . Ease of booking a time and day to suit",value for money positive,ease of booking positive,,,,,,,,,,,,
Good price and choice. Fitting can be arranged when convenient to me.,value for money positive,ease of booking positive,,,,,,,,,,,,
Best online prices and conveniently located local garage to get the tyres changed and balanced.,location positive,balancing positive,value for money positive,,,,,,,,,,,
Good price and delivered on time,delivery punctuality positive,value for money positive,,,,,,,,,,,,
Great prices and ease of use,value for money positive,,,,,,,,,,,,,
"A reasonable priced tyre and I got to choose where, and a time that suited me to get my tyre fitted, what could be better than that Thank you [REDACTED] I will definitely use your services again if the need arises",ease of booking positive,value for money positive,,,,,,,,,,,,
"Good price, availability and options",value for money positive,ease of booking positive,,,,,,,,,,,,
Fast and organised fitting,length of fitting positive,garage service positive,,,,,,,,,,,,
"Excellent service, price and quality fitting.",garage service positive,value for money positive,,,,,,,,,,,,
[REDACTED] provide top quality tyres at best prices and fit local to you.,value for money positive,tyre quality positive,location positive,,,,,,,,,,,
Fast and good price plus excellent garage recommendation for fitting.,garage service positive,value for money positive,,,,,,,,,,,,
tyre depot not very knowledgeable,garage service negative,,,,,,,,,,,,,
"Service was easy to use, easy to book local garage to fit tyre",ease of booking positive,location positive,,,,,,,,,,,,
lots of good fitters,garage service positive,,,,,,,,,,,,,
The ture fitters recommended by you damaged my alloy wheels and denied responsibility. It will cost me £150-£180 to repair the damage. Not very cost effective.,garage service positive,value for money positive,,,,,,,,,,,,
Good service and fair price .,value for money positive,,,,,,,,,,,,,
Good price. Exact tyre I wanted was available and could be fitted locally. Web site issues by passed with a phone call,value for money positive,location positive,,,,,,,,,,,,
Good price Easy to use Picking a local garage to fit (very good),value for money positive,location positive,,,,,,,,,,,,
Quick Efficient polite,garage service positive,length of fitting positive,,,,,,,,,,,,
The best,value for money positive,,,,,,,,,,,,,
superb on price and service as ever.,value for money positive,,,,,,,,,,,,,
Very efficient and competitive service,value for money positive,,,,,,,,,,,,,
"Good prices on tyres, convenient fitting locations",location positive,value for money positive,,,,,,,,,,,,
"Excellent service, easy to use website, good price for premium tyres (Michelin), Mr Tyre Lincoln always friendly and helpful",value for money positive,tyre quality positive,garage service positive,,,,,,,,,,,
Easy on line system and excellent service at Hi Q at St Austell.,garage service positive,,,,,,,,,,,,,
Really good experience very simple but could have got cheaper,value for money positive,value for money negative,,,,,,,,,,,,
Booking online very easy. Service at chosen provider good,garage service positive,ease of booking positive,,,,,,,,,,,,
Everything worked seamlessly to choosing the tyre to getting it fitted (before George Frewing technically opened)!,garage service positive,ease of booking positive,,,,,,,,,,,,
"I was pleased with my experience from purchasing online, booking a time slot, and my experience with the staff at the location chosen.",garage service positive,ease of booking positive,,,,,,,,,,,,
